,sn,name,mjd,flux,fluxerr,magsys,exptime,valid,lc,band,mag_sky,seeing,zp
798,3587,3587,58821.40234375,7386.9614084028535,197.31566653048463,AB,NaN,1,228,hsc::i2,NaN,NaN,32.77840805053711
799,3587,3587,58783.44921875,17432.575398651476,152.89459495378586,AB,NaN,1,228,hsc::i2,NaN,NaN,32.77840805053711
800,3587,3587,58815.359375,1209.431264937412,38.00502345314737,AB,NaN,1,227,hsc::g,NaN,NaN,32.53818130493164
801,3587,3587,58816.34765625,4248.3592382723555,68.64154589177323,AB,NaN,1,229,hsc::r2,NaN,NaN,32.53818130493164
802,3587,3587,58779.53515625,6097.069772459892,99.03638625578265,AB,NaN,1,230,hsc::z,NaN,NaN,31.978408813476562
803,3587,3587,58787.51953125,7878.486524073584,108.54136443434614,AB,NaN,1,230,hsc::z,NaN,NaN,31.978408813476562
804,3711,3711,57834.43359375,2833.858479466373,64.41434525118648,AB,NaN,1,235,hsc::z,NaN,NaN,31.978408813476562
805,3711,3711,57774.47265625,6216.172014131642,63.706976987565746,AB,NaN,1,235,hsc::z,NaN,NaN,31.978408813476562
806,3711,3711,57818.51171875,3927.562391703564,66.25381489154613,AB,NaN,1,234,hsc::r2,NaN,NaN,32.53818130493164
807,3711,3711,57786.4609375,24402.72811595529,115.98348135706725,AB,NaN,1,234,hsc::r2,NaN,NaN,32.53818130493164
808,3711,3711,57816.30859375,5552.015049902488,78.32233555405215,AB,NaN,1,235,hsc::z,NaN,NaN,31.978408813476562
809,3711,3711,57833.40234375,1823.5231434461343,281.4143150614916,AB,NaN,1,231,hsc::Y,NaN,NaN,31.57840919494629
810,3711,3711,57785.3828125,16919.89310034041,101.02831349625593,AB,NaN,1,232,hsc::g,NaN,NaN,32.53818130493164
811,3711,3711,57833.375,1536.8349395413222,91.65790262356717,AB,NaN,1,231,hsc::Y,NaN,NaN,31.57840919494629
812,3711,3711,57807.359375,3328.5437840466175,80.99339078604991,AB,NaN,1,232,hsc::g,NaN,NaN,32.53818130493164
813,3711,3711,57834.3046875,856.956406569476,54.83500416764209,AB,NaN,1,232,hsc::g,NaN,NaN,32.53818130493164
814,3711,3711,57776.5078125,16921.076187863542,136.2334418630396,AB,NaN,1,233,hsc::i2,NaN,NaN,32.77840805053711
815,3711,3711,57816.46875,10321.094927362727,96.04085062973888,AB,NaN,1,233,hsc::i2,NaN,NaN,32.77840805053711
816,3711,3711,57809.421875,13155.434554665779,239.46428728570208,AB,NaN,1,233,hsc::i2,NaN,NaN,32.77840805053711
817,3711,3711,57776.40234375,17143.866677180624,85.94849130462651,AB,NaN,1,234,hsc::r2,NaN,NaN,32.53818130493164
818,3711,3711,57783.44921875,23804.46318203214,191.63443185163382,AB,NaN,1,233,hsc::i2,NaN,NaN,32.77840805053711
819,3739,3739,57816.30859375,2193.320542624358,71.30547314203254,AB,NaN,1,239,hsc::z,NaN,NaN,31.978408813476562
820,3739,3739,57816.26171875,2154.108520817781,363.18224625935727,AB,NaN,1,239,hsc::z,NaN,NaN,31.978408813476562
821,3739,3739,57818.51171875,3243.1195905471955,64.70665960488033,AB,NaN,1,238,hsc::r2,NaN,NaN,32.53818130493164
822,3739,3739,57816.46875,5867.280295305026,88.5910055853315,AB,NaN,1,237,hsc::i2,NaN,NaN,32.77840805053711
823,3739,3739,57833.40234375,1768.8701120524108,281.440913957833,AB,NaN,1,236,hsc::Y,NaN,NaN,31.57840919494629
824,3739,3739,57833.375,1605.6612395267778,91.73778892732953,AB,NaN,1,236,hsc::Y,NaN,NaN,31.57840919494629
825,3749,3749,58753.43359375,1980.8568773562347,96.17396162048738,AB,NaN,1,240,hsc::g,NaN,NaN,33.092803955078125
826,3749,3749,58783.43359375,2387.0627035204175,209.38597112611203,AB,NaN,1,241,hsc::i2,NaN,NaN,32.89280319213867
827,3749,3749,58783.4375,2617.255055590759,157.98578025570842,AB,NaN,1,241,hsc::i2,NaN,NaN,32.89280319213867
828,3749,3749,58753.34375,2126.8415065116765,107.59360721503289,AB,NaN,1,240,hsc::g,NaN,NaN,33.092803955078125
829,3749,3749,58787.53125,772.7348582491976,111.65756372448138,AB,NaN,1,242,hsc::z,NaN,NaN,32.092803955078125
830,3749,3749,58779.5390625,1689.7602234187752,108.32696148378196,AB,NaN,1,242,hsc::z,NaN,NaN,32.092803955078125
831,3749,3749,58779.51953125,1580.1710053872116,98.3352097281221,AB,NaN,1,242,hsc::z,NaN,NaN,32.092803955078125
832,3762,3762,58783.43359375,2686.51935535733,209.68236229809486,AB,NaN,1,243,hsc::i2,NaN,NaN,32.89280319213867
833,3762,3762,58783.4375,2713.215671669748,158.3785804372091,AB,NaN,1,243,hsc::i2,NaN,NaN,32.89280319213867
834,3762,3762,58779.5390625,1738.738148569962,108.41434613560028,AB,NaN,1,244,hsc::z,NaN,NaN,32.092803955078125
835,3762,3762,58787.53125,1328.844730027463,112.39474416856059,AB,NaN,1,244,hsc::z,NaN,NaN,32.092803955078125
836,3762,3762,58779.51953125,1792.7251527734904,98.43031602114647,AB,NaN,1,244,hsc::z,NaN,NaN,32.092803955078125
837,3770,3770,59874.35546875,7717.234346099473,189.9817538184438,AB,NaN,1,245,hsc::i2,NaN,NaN,32.89280319213867
838,3770,3770,59883.390625,4290.624269170577,151.10996351428128,AB,NaN,1,246,hsc::z,NaN,NaN,32.092803955078125
839,3770,3770,59883.38671875,4081.6195833201778,75.12712446613664,AB,NaN,1,246,hsc::z,NaN,NaN,32.092803955078125
840,3770,3770,59883.3828125,3994.515088488122,55.17175603828408,AB,NaN,1,246,hsc::z,NaN,NaN,32.092803955078125
841,3770,3770,59883.37890625,4044.677652239626,54.606348939496705,AB,NaN,1,246,hsc::z,NaN,NaN,32.092803955078125
842,3770,3770,59884.2734375,4196.002998457171,182.71369828955886,AB,NaN,1,246,hsc::z,NaN,NaN,32.092803955078125
843,3770,3770,59874.359375,7449.237483996259,94.39232561155534,AB,NaN,1,245,hsc::i2,NaN,NaN,32.89280319213867
844,3897,3897,58874.32421875,854.6318448980633,99.7594598430344,AB,NaN,1,248,hsc::i2,NaN,NaN,32.89280319213867
845,3897,3897,58874.25,732.2495151423752,141.87430079341192,AB,NaN,1,249,hsc::z,NaN,NaN,32.092803955078125
846,3897,3897,58874.24609375,723.5888096598375,100.2510094015041,AB,NaN,1,249,hsc::z,NaN,NaN,32.092803955078125
847,3897,3897,58876.2734375,658.1299150895466,70.2408609196089,AB,NaN,1,247,hsc::Y,NaN,NaN,31.69280242919922
848,3897,3897,58876.2421875,716.7702070884183,94.08308742785403,AB,NaN,1,247,hsc::Y,NaN,NaN,31.69280242919922
849,3897,3897,58869.28125,741.2849283911291,73.84791342151587,AB,NaN,1,247,hsc::Y,NaN,NaN,31.69280242919922
850,3897,3897,58876.27734375,595.7906453671084,83.93693030412639,AB,NaN,1,247,hsc::Y,NaN,NaN,31.69280242919922
851,3897,3897,58869.27734375,846.288166431432,101.08367234477703,AB,NaN,1,247,hsc::Y,NaN,NaN,31.69280242919922
852,3897,3897,58876.28125,715.6338077234844,92.4562813901552,AB,NaN,1,247,hsc::Y,NaN,NaN,31.69280242919922
853,3897,3897,58848.24609375,809.6010220243546,151.76521042715223,AB,NaN,1,248,hsc::i2,NaN,NaN,32.89280319213867
854,3897,3897,58874.2421875,886.4071508384108,100.40862140598405,AB,NaN,1,249,hsc::z,NaN,NaN,32.092803955078125
855,3897,3897,58874.3359375,814.5245323507322,133.62400908220258,AB,NaN,1,248,hsc::i2,NaN,NaN,32.89280319213867
856,3897,3897,58874.33203125,716.82202905274,136.05927049032388,AB,NaN,1,248,hsc::i2,NaN,NaN,32.89280319213867
857,3897,3897,58874.328125,874.63408816633,110.15125146294213,AB,NaN,1,248,hsc::i2,NaN,NaN,32.89280319213867
858,3897,3897,58869.2734375,781.8091865880101,74.3438359390621,AB,NaN,1,247,hsc::Y,NaN,NaN,31.69280242919922
859,3900,3900,58821.32421875,881.6110264282684,97.80833766176153,AB,NaN,1,252,hsc::z,NaN,NaN,31.978408813476562
860,3900,3900,58814.25,1275.047744429022,127.65868584171554,AB,NaN,1,252,hsc::z,NaN,NaN,31.978408813476562
861,3900,3900,58787.53515625,1291.498479536574,129.24658972680905,AB,NaN,1,252,hsc::z,NaN,NaN,31.978408813476562
862,3900,3900,58816.328125,256.1120205702979,41.77154175215357,AB,NaN,1,251,hsc::r2,NaN,NaN,32.53818130493164
863,3900,3900,58792.421875,1120.8293827903733,189.51560471661406,AB,NaN,1,250,hsc::Y,NaN,NaN,31.57840919494629
864,3900,3900,58819.4453125,1154.1756362823776,194.24570285878536,AB,NaN,1,252,hsc::z,NaN,NaN,31.978408813476562
865,3901,3901,57776.3984375,450.81689642702173,85.23953372834652,AB,NaN,1,254,hsc::r2,NaN,NaN,33.092803955078125
866,3901,3901,57783.4453125,1508.608748332304,225.27155251392705,AB,NaN,1,253,hsc::i2,NaN,NaN,32.89280319213867
867,3901,3901,57783.44140625,1369.2342585200254,167.1811515113981,AB,NaN,1,253,hsc::i2,NaN,NaN,32.89280319213867
868,3901,3901,57774.48828125,1196.984206112252,42.414436336819705,AB,NaN,1,255,hsc::z,NaN,NaN,32.092803955078125
869,3901,3901,57774.4921875,1259.7490267519183,43.76339089766578,AB,NaN,1,255,hsc::z,NaN,NaN,32.092803955078125
870,3901,3901,57783.5234375,1016.9468714061702,111.54505683871056,AB,NaN,1,255,hsc::z,NaN,NaN,31.978408813476562
871,3901,3901,57783.5703125,1315.9213996618112,97.14504483828651,AB,NaN,1,255,hsc::z,NaN,NaN,32.092803955078125
872,3901,3901,57783.57421875,1154.4881283813534,95.88283838906845,AB,NaN,1,255,hsc::z,NaN,NaN,32.092803955078125
873,3901,3901,57805.36328125,392.62227525903654,71.08166821348559,AB,NaN,1,255,hsc::z,NaN,NaN,32.092803955078125
874,3926,3926,57833.37109375,746.8792958769526,86.77815996005906,AB,NaN,1,256,hsc::Y,NaN,NaN,31.69280242919922
875,3926,3926,57834.421875,723.3076036448438,102.02009621103609,AB,NaN,1,258,hsc::z,NaN,NaN,32.092803955078125
876,3926,3926,57834.4296875,723.2870603561197,70.5075021589644,AB,NaN,1,258,hsc::z,NaN,NaN,32.092803955078125
877,3926,3926,57834.43359375,669.5537969056276,59.02431844213062,AB,NaN,1,258,hsc::z,NaN,NaN,31.978408813476562
878,3926,3926,57833.375,793.7020642398843,90.13919988646349,AB,NaN,1,256,hsc::Y,NaN,NaN,31.57840919494629
879,3926,3926,57835.2578125,983.7170613337844,127.26358749561855,AB,NaN,1,257,hsc::i2,NaN,NaN,32.89280319213867
880,3926,3926,57842.2734375,989.7465906875245,102.77502390388673,AB,NaN,1,257,hsc::i2,NaN,NaN,32.89280319213867
881,3926,3926,57842.27734375,1003.8257129096039,115.40873596990842,AB,NaN,1,257,hsc::i2,NaN,NaN,32.89280319213867
882,3926,3926,57833.3671875,857.1088704152884,123.36800211779659,AB,NaN,1,256,hsc::Y,NaN,NaN,31.69280242919922
883,3926,3926,57833.36328125,941.3188359618314,145.10311164899773,AB,NaN,1,256,hsc::Y,NaN,NaN,31.69280242919922
884,3926,3926,57834.42578125,760.2523220823671,76.54536861734906,AB,NaN,1,258,hsc::z,NaN,NaN,32.092803955078125
885,3986,3986,57872.265625,4305.708138305847,109.67334005078986,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
886,3986,3986,57872.26171875,4227.349160701552,100.39592338218978,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
887,3986,3986,57872.2578125,4324.00894228349,109.65346807157489,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
888,3986,3986,57872.25,4242.588451301878,161.7472183885493,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
889,3986,3986,57872.2421875,4549.959218523439,338.32265471180585,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
890,3986,3986,57869.328125,2668.0559682701455,85.78050288302882,AB,NaN,1,259,hsc::g,NaN,NaN,33.092803955078125
891,3986,3986,57872.26953125,4410.467539772466,140.8621532212001,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
892,3986,3986,57872.2734375,4129.855388466581,187.30822259883226,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
893,3986,3986,57866.36328125,555.267575061453,103.24798136747077,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
894,3986,3986,57866.359375,521.7949904083305,94.69846081782839,AB,NaN,1,261,hsc::z,NaN,NaN,32.092803955078125
895,3986,3986,57869.26171875,4530.933020261288,166.1443235622954,AB,NaN,1,260,hsc::i2,NaN,NaN,32.89280319213867
896,3990,3990,58787.515625,3127.046990366447,67.98543009951639,AB,NaN,1,265,hsc::z,NaN,NaN,31.978408813476562
897,3990,3990,58783.30078125,3531.513231274267,88.08144204564151,AB,NaN,1,264,hsc::r2,NaN,NaN,32.53818130493164
898,3990,3990,58789.30859375,5868.088265855706,248.9714580251882,AB,NaN,1,263,hsc::i2,NaN,NaN,32.77840805053711
899,3990,3990,58783.3125,3639.771208076896,116.06019729836126,AB,NaN,1,264,hsc::r2,NaN,NaN,32.53818130493164
900,3990,3990,58789.2734375,6127.5107706305735,184.48836822243263,AB,NaN,1,263,hsc::i2,NaN,NaN,32.77840805053711
901,3990,3990,58788.44921875,844.3917549507472,37.52887592301487,AB,NaN,1,262,hsc::g,NaN,NaN,32.53818130493164
902,3990,3990,58783.4453125,4963.194373496054,116.4880986703209,AB,NaN,1,263,hsc::i2,NaN,NaN,32.77840805053711
903,4137,4137,58874.32421875,8646.935731696944,110.93428376942953,AB,NaN,1,267,hsc::i2,NaN,NaN,32.89280319213867
904,4137,4137,58848.24609375,22483.41812007915,172.01878424098751,AB,NaN,1,267,hsc::i2,NaN,NaN,32.89280319213867
905,4137,4137,58839.37109375,18478.655331091584,3574.1502493564294,AB,NaN,1,267,hsc::i2,NaN,NaN,32.89280319213867
906,4137,4137,58839.3671875,26012.953049955624,881.4832506460618,AB,NaN,1,267,hsc::i2,NaN,NaN,32.89280319213867
907,4137,4137,58869.28125,2578.01102130844,77.52961383886394,AB,NaN,1,266,hsc::Y,NaN,NaN,31.69280242919922
908,4137,4137,58874.3359375,8549.567343204884,142.1579770903194,AB,NaN,1,267,hsc::i2,NaN,NaN,32.89280319213867
909,4137,4137,58874.328125,8472.390563903848,120.36380986502647,AB,NaN,1,267,hsc::i2,NaN,NaN,32.89280319213867
910,4137,4137,58874.25390625,5350.080466698172,195.56820394553637,AB,NaN,1,269,hsc::z,NaN,NaN,32.092803955078125
911,4137,4137,58904.234375,1698.8792517718239,169.99418654382214,AB,NaN,1,268,hsc::r2,NaN,NaN,33.092803955078125
912,4137,4137,58874.33203125,8342.56058921717,144.45053363026952,AB,NaN,1,267,hsc::i2,NaN,NaN,32.89280319213867
913,4137,4137,58904.23046875,1857.8299569432902,267.1295858384307,AB,NaN,1,268,hsc::r2,NaN,NaN,33.092803955078125
914,4156,4156,58195.3046875,836.033888601344,46.326588168943495,AB,NaN,1,271,hsc::z,NaN,NaN,32.092803955078125
915,4156,4156,58195.30859375,765.957589097301,59.314764229852976,AB,NaN,1,271,hsc::z,NaN,NaN,32.092803955078125
916,4156,4156,58195.31640625,855.7871601386194,100.1651333577651,AB,NaN,1,271,hsc::z,NaN,NaN,32.092803955078125
917,4156,4156,58131.59375,3341.8316756220192,90.65595999798876,AB,NaN,1,271,hsc::z,NaN,NaN,32.092803955078125
918,4156,4156,58159.55859375,2272.613042639071,67.48446153463625,AB,NaN,1,271,hsc::z,NaN,NaN,32.092803955078125
919,4156,4156,58195.3203125,778.175085666361,68.17149172783668,AB,NaN,1,271,hsc::z,NaN,NaN,32.092803955078125
920,4156,4156,58128.48046875,6989.040950494293,194.2711920571324,AB,NaN,1,270,hsc::i2,NaN,NaN,32.89280319213867
921,4318,4318,58787.53125,1300.2313713557362,112.19572999157269,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
922,4318,4318,58820.2890625,853.0021327428733,118.60184332234991,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
923,4318,4318,58814.24609375,1030.1806951445133,141.3821440122161,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
924,4318,4318,58814.2421875,1084.2746036014532,133.01074874760081,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
925,4318,4318,58814.23828125,1243.9323827721528,138.22507441844047,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
926,4318,4318,58787.52734375,1309.3866683440458,109.8541760068046,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
927,4318,4318,58787.5234375,1448.7950263914738,101.51086700590767,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
928,4318,4318,58779.5390625,843.6495572605038,107.13480104092896,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
929,4318,4318,58779.51953125,756.9277016416765,97.01649411159106,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
930,4318,4318,58783.453125,1784.8064929570687,159.95497343708016,AB,NaN,1,272,hsc::i2,NaN,NaN,32.89280319213867
931,4318,4318,58818.4140625,1401.1386809066476,249.54633810587217,AB,NaN,1,272,hsc::i2,NaN,NaN,32.89280319213867
932,4318,4318,58783.4375,1722.9448371885128,157.45433285792598,AB,NaN,1,272,hsc::i2,NaN,NaN,32.89280319213867
933,4318,4318,58820.3125,806.5747382008313,90.38572241790077,AB,NaN,1,273,hsc::z,NaN,NaN,32.092803955078125
934,4318,4318,58783.43359375,1379.8077628586234,208.98448338678247,AB,NaN,1,272,hsc::i2,NaN,NaN,32.89280319213867
935,4321,4321,57816.26171875,8349.116848918835,365.50890118963906,AB,NaN,1,277,hsc::z,NaN,NaN,31.978408813476562
936,4321,4321,57805.34375,8644.684962470548,165.23178885539033,AB,NaN,1,277,hsc::z,NaN,NaN,31.978408813476562
937,4321,4321,57783.4296875,1302.9644988938294,108.54701163233615,AB,NaN,1,275,hsc::i2,NaN,NaN,32.77840805053711
938,4321,4321,57783.5234375,563.9920390793869,110.98811975286299,AB,NaN,1,277,hsc::z,NaN,NaN,31.978408813476562
939,4321,4321,57837.26953125,4327.176714983621,91.44020139301455,AB,NaN,1,276,hsc::r2,NaN,NaN,32.53818130493164
940,4321,4321,57807.4765625,19828.34477836085,132.18257572066688,AB,NaN,1,276,hsc::r2,NaN,NaN,32.53818130493164
941,4321,4321,57786.44921875,3293.0317358134876,54.295914109269745,AB,NaN,1,276,hsc::r2,NaN,NaN,32.53818130493164
942,4321,4321,57833.37890625,1891.0885258460057,94.17095628500309,AB,NaN,1,274,hsc::Y,NaN,NaN,31.57840919494629
943,4321,4321,57833.3515625,1991.258936182209,219.45934628456487,AB,NaN,1,274,hsc::Y,NaN,NaN,31.57840919494629
944,4321,4321,57809.42578125,21994.015803619597,283.1776216382752,AB,NaN,1,275,hsc::i2,NaN,NaN,32.77840805053711
945,4321,4321,57811.39453125,4007.6651493604663,149.98408909797354,AB,NaN,1,274,hsc::Y,NaN,NaN,31.57840919494629
946,4321,4321,57816.47265625,19577.181210065697,102.40119781902773,AB,NaN,1,275,hsc::i2,NaN,NaN,32.77840805053711
947,4321,4321,57833.40625,1866.089422882327,227.95599854123083,AB,NaN,1,274,hsc::Y,NaN,NaN,31.57840919494629
948,4329,4329,58837.39453125,6831.142100120989,170.92576135456784,AB,NaN,1,281,hsc::z,NaN,NaN,31.978408813476562
949,4329,4329,58839.3125,9749.974126913363,1078.8444529558012,AB,NaN,1,280,hsc::r2,NaN,NaN,32.53818130493164
950,4329,4329,58839.28125,11746.022581726238,85.3873725919451,AB,NaN,1,280,hsc::r2,NaN,NaN,32.53818130493164
951,4329,4329,58816.34765625,2998.077434440601,66.15118977222328,AB,NaN,1,280,hsc::r2,NaN,NaN,32.53818130493164
952,4329,4329,58816.33203125,3144.2882199935043,54.373351291430566,AB,NaN,1,280,hsc::r2,NaN,NaN,32.53818130493164
953,4329,4329,58821.40234375,11863.507835702363,200.77588814319017,AB,NaN,1,279,hsc::i2,NaN,NaN,32.77840805053711
954,4329,4329,58815.359375,1117.1288916172546,37.85816575756257,AB,NaN,1,278,hsc::g,NaN,NaN,32.53818130493164
955,4329,4329,58821.30859375,5698.920699382673,101.39260284141916,AB,NaN,1,281,hsc::z,NaN,NaN,31.978408813476562
956,4383,4383,58874.25390625,1047.2577316693798,192.28918116605942,AB,NaN,1,284,hsc::z,NaN,NaN,32.092803955078125
957,4383,4383,58837.33203125,648.8712209771277,122.16172168149139,AB,NaN,1,284,hsc::z,NaN,NaN,32.092803955078125
958,4383,4383,58874.33203125,754.6164818094993,136.12842684552794,AB,NaN,1,283,hsc::i2,NaN,NaN,32.89280319213867
959,4383,4383,58874.32421875,850.6694746166686,99.85370028437234,AB,NaN,1,283,hsc::i2,NaN,NaN,32.89280319213867
960,4383,4383,58848.24609375,1439.3327331140551,152.32596059966906,AB,NaN,1,283,hsc::i2,NaN,NaN,32.89280319213867
961,4383,4383,58874.3359375,834.4057190093957,133.6944473443895,AB,NaN,1,283,hsc::i2,NaN,NaN,32.89280319213867
962,4383,4383,58874.328125,867.6782777466819,110.23663533292967,AB,NaN,1,283,hsc::i2,NaN,NaN,32.89280319213867
963,4383,4383,58876.2421875,633.7562537942105,94.14577014965772,AB,NaN,1,282,hsc::Y,NaN,NaN,31.69280242919922
964,4383,4383,58869.28125,831.2294750523206,73.88866911678731,AB,NaN,1,282,hsc::Y,NaN,NaN,31.69280242919922
965,4383,4383,58849.328125,872.5300439804887,128.99486804583452,AB,NaN,1,282,hsc::Y,NaN,NaN,31.69280242919922
966,4383,4383,58876.28125,570.6124076806279,92.52029039114599,AB,NaN,1,282,hsc::Y,NaN,NaN,31.69280242919922
967,4397,4397,57805.34375,19305.06655020958,174.37475001589507,AB,NaN,1,288,hsc::z,NaN,NaN,31.978408813476562
968,4397,4397,57837.26953125,22137.976193885585,117.25900525809955,AB,NaN,1,287,hsc::r2,NaN,NaN,32.53818130493164
969,4397,4397,57807.4765625,61577.90758864736,173.83558280843903,AB,NaN,1,287,hsc::r2,NaN,NaN,32.53818130493164
970,4397,4397,57816.47265625,58121.140299346574,149.1180202410587,AB,NaN,1,286,hsc::i2,NaN,NaN,32.77840805053711
971,4397,4397,57809.42578125,63578.05559579568,304.5826809000891,AB,NaN,1,286,hsc::i2,NaN,NaN,32.77840805053711
972,4397,4397,57833.40625,6515.733960697075,230.7676830232417,AB,NaN,1,285,hsc::Y,NaN,NaN,31.57840919494629
973,4397,4397,57833.37890625,6401.590728593711,100.78283247585621,AB,NaN,1,285,hsc::Y,NaN,NaN,31.57840919494629
974,4397,4397,57833.3515625,6289.226206803675,222.3750020658609,AB,NaN,1,285,hsc::Y,NaN,NaN,31.57840919494629
975,4397,4397,57811.39453125,11624.791738703976,157.46101003081017,AB,NaN,1,285,hsc::Y,NaN,NaN,31.57840919494629
976,4397,4397,57816.26171875,15505.905685667572,368.6645531686032,AB,NaN,1,288,hsc::z,NaN,NaN,31.978408813476562
977,4403,4403,57842.2734375,1083.305678459403,102.53248264833921,AB,NaN,1,290,hsc::i2,NaN,NaN,32.89280319213867
978,4403,4403,57834.421875,603.0198226905197,102.20597203248741,AB,NaN,1,291,hsc::z,NaN,NaN,32.092803955078125
979,4403,4403,57833.375,471.6219348439877,89.85331516718153,AB,NaN,1,289,hsc::Y,NaN,NaN,31.57840919494629
980,4403,4403,57835.2578125,970.2921734993358,127.09179196104,AB,NaN,1,290,hsc::i2,NaN,NaN,32.89280319213867
981,4403,4403,57842.27734375,808.031763414675,115.19281688607379,AB,NaN,1,290,hsc::i2,NaN,NaN,32.89280319213867
982,4403,4403,57834.42578125,963.8708032976776,76.79283475648337,AB,NaN,1,291,hsc::z,NaN,NaN,32.092803955078125
983,4403,4403,57834.43359375,850.9831341868345,59.312689294893424,AB,NaN,1,291,hsc::z,NaN,NaN,31.978408813476562
984,4415,4415,57809.421875,1689.8459605155215,232.37984355243245,AB,NaN,1,292,hsc::i2,NaN,NaN,32.77840805053711
985,4415,4415,57834.43359375,443.3394532281971,58.48985780728408,AB,NaN,1,294,hsc::z,NaN,NaN,31.978408813476562
986,4415,4415,57816.30859375,731.5719350458934,68.34312573055217,AB,NaN,1,294,hsc::z,NaN,NaN,31.978408813476562
987,4415,4415,57783.44921875,5564.445541780957,176.35191236695377,AB,NaN,1,292,hsc::i2,NaN,NaN,32.77840805053711
988,4415,4415,57786.4609375,1827.0390068635477,81.62729656433602,AB,NaN,1,293,hsc::r2,NaN,NaN,32.53818130493164
989,4425,4425,57757.52734375,1052.2821830493035,121.30310185891456,AB,NaN,1,295,hsc::Y,NaN,NaN,31.57840919494629
990,4425,4425,57715.62890625,695.6657910383499,116.10992702799093,AB,NaN,1,295,hsc::Y,NaN,NaN,31.69280242919922
991,4425,4425,57715.62109375,752.3105647075656,98.91424456037899,AB,NaN,1,295,hsc::Y,NaN,NaN,31.69280242919922
992,4425,4425,57715.625,688.1109927415016,74.07003174924724,AB,NaN,1,295,hsc::Y,NaN,NaN,31.69280242919922
993,4425,4425,57717.61328125,2452.9331470153065,163.074849564385,AB,NaN,1,296,hsc::i2,NaN,NaN,32.89280319213867
994,4425,4425,57757.53125,760.5338747962722,136.9153818504664,AB,NaN,1,295,hsc::Y,NaN,NaN,31.69280242919922
995,4425,4425,57717.6171875,2815.5855409976807,99.9543429131445,AB,NaN,1,296,hsc::i2,NaN,NaN,32.89280319213867
996,4425,4425,57774.4921875,301.1192171983978,40.55360797480558,AB,NaN,1,298,hsc::z,NaN,NaN,32.092803955078125
997,4425,4425,57717.609375,2400.952353867453,242.88781809130913,AB,NaN,1,296,hsc::i2,NaN,NaN,32.89280319213867
998,4425,4425,57745.53125,840.8058666843743,141.08441589507095,AB,NaN,1,298,hsc::z,NaN,NaN,32.092803955078125
999,4425,4425,57774.484375,246.12493632694807,47.16519288121188,AB,NaN,1,298,hsc::z,NaN,NaN,31.978408813476562
1000,4425,4425,57774.48828125,351.29804825447343,39.09440428747394,AB,NaN,1,298,hsc::z,NaN,NaN,32.092803955078125
1001,4425,4425,57720.59375,1607.1727371741595,110.95609398307859,AB,NaN,1,297,hsc::r2,NaN,NaN,33.092803955078125
1002,4425,4425,57717.62109375,2411.429444499439,96.5499320562849,AB,NaN,1,296,hsc::i2,NaN,NaN,32.89280319213867
1003,4425,4425,57720.60546875,1569.1302553706582,107.26296289704734,AB,NaN,1,297,hsc::r2,NaN,NaN,33.092803955078125
1004,4425,4425,57720.58984375,1683.1587289318875,131.2897520124318,AB,NaN,1,297,hsc::r2,NaN,NaN,33.092803955078125
1005,4425,4425,57715.53515625,872.0933690019893,101.09376436085509,AB,NaN,1,298,hsc::z,NaN,NaN,32.092803955078125
1006,4425,4425,57715.53125,772.6222150850601,119.33704639764414,AB,NaN,1,298,hsc::z,NaN,NaN,32.092803955078125
1007,4425,4425,57717.60546875,2784.6449600381306,236.00181973538548,AB,NaN,1,296,hsc::i2,NaN,NaN,32.89280319213867
1008,4441,4441,57774.47265625,3364.6250051610414,56.32485336068628,AB,NaN,1,303,hsc::z,NaN,NaN,31.978408813476562
1009,4441,4441,57833.375,456.92748255510213,89.58258336028678,AB,NaN,1,299,hsc::Y,NaN,NaN,31.57840919494629
1010,4441,4441,57816.46875,991.1407432881192,80.14887000354024,AB,NaN,1,301,hsc::i2,NaN,NaN,32.77840805053711
1011,4441,4441,57776.40234375,5550.767039587108,62.598969914782685,AB,NaN,1,302,hsc::r2,NaN,NaN,32.53818130493164
1012,4441,4441,57785.3828125,444.3079762290596,72.05927780207116,AB,NaN,1,300,hsc::g,NaN,NaN,32.53818130493164
1013,4441,4441,57776.5078125,7806.5431556743215,125.79475808494811,AB,NaN,1,301,hsc::i2,NaN,NaN,32.77840805053711
