sn,fieldid,mjd,band,flux,magsys,exptime,valid,fluxerr,zp,mag_sky,seeing,zpsys,lc,name
4481,226866,57809.41796875,hsc::i2,1990.316711294101,AB,NaN,1,197.98493199371077,32.89280319213867,NaN,NaN,ab,316,4481
4481,226866,57805.35546875,hsc::z,1365.6542559561394,AB,NaN,1,110.45716907978691,32.092803955078125,NaN,NaN,ab,317,4481
4481,226866,57805.359375,hsc::z,1132.1127640469742,AB,NaN,1,131.654183402663,32.092803955078125,NaN,NaN,ab,317,4481
4481,226866,57805.36328125,hsc::z,1322.0462454508415,AB,NaN,1,72.72066350345683,32.092803955078125,NaN,NaN,ab,317,4481
4481,226866,57816.30859375,hsc::z,1189.2096064928621,AB,NaN,1,69.34280064937619,31.978408813476562,NaN,NaN,ab,317,4481
4481,226866,57834.421875,hsc::z,664.4590040738376,AB,NaN,1,102.15230416458871,32.092803955078125,NaN,NaN,ab,317,4481
4481,226866,57834.42578125,hsc::z,785.8494717074753,AB,NaN,1,76.72107417595124,32.092803955078125,NaN,NaN,ab,317,4481
4481,226866,57834.4296875,hsc::z,902.7312998904197,AB,NaN,1,70.69776669111526,32.092803955078125,NaN,NaN,ab,317,4481
4481,226866,57816.46484375,hsc::i2,1406.1542066257034,AB,NaN,1,149.7855657445137,32.89280319213867,NaN,NaN,ab,316,4481
4481,226866,57816.46875,hsc::i2,1276.1774668818828,AB,NaN,1,80.35346005693881,32.77840805053711,NaN,NaN,ab,316,4481
4481,226866,57811.40625,hsc::Y,902.6726231446378,AB,NaN,1,159.24016755130904,31.69280242919922,NaN,NaN,ab,315,4481
4481,226866,57833.37109375,hsc::Y,729.1186134385296,AB,NaN,1,86.378786301392,31.69280242919922,NaN,NaN,ab,315,4481
4481,226866,57833.375,hsc::Y,652.5361342351517,AB,NaN,1,89.79308080287518,31.57840919494629,NaN,NaN,ab,315,4481
4510,258316,58849.328125,hsc::Y,837.3457681616242,AB,NaN,1,128.92907959408495,31.69280242919922,NaN,NaN,ab,318,4510
4510,258316,58837.33203125,hsc::z,1511.0177274646028,AB,NaN,1,122.95731731773306,32.092803955078125,NaN,NaN,ab,321,4510
4510,258316,58814.23828125,hsc::z,1816.9825394623426,AB,NaN,1,138.98828498990187,32.092803955078125,NaN,NaN,ab,321,4510
4510,258316,58820.2890625,hsc::z,1994.8523831609966,AB,NaN,1,119.88658356186906,32.092803955078125,NaN,NaN,ab,321,4510
4510,258316,58818.4140625,hsc::i2,3775.893903522643,AB,NaN,1,251.04432464457827,32.89280319213867,NaN,NaN,ab,319,4510
4510,258316,58814.24609375,hsc::z,1879.3135765796112,AB,NaN,1,142.12899332045228,32.092803955078125,NaN,NaN,ab,321,4510
4510,258316,58814.2421875,hsc::z,1680.0870585991277,AB,NaN,1,133.80401872621349,32.092803955078125,NaN,NaN,ab,321,4510
4510,258316,58848.24609375,hsc::i2,1189.3590266371161,AB,NaN,1,152.20906489429655,32.89280319213867,NaN,NaN,ab,319,4510
4510,258316,58816.32421875,hsc::r2,1957.1655594082326,AB,NaN,1,106.17122024719356,33.092803955078125,NaN,NaN,ab,320,4510
4510,258316,58820.3125,hsc::z,1777.014991308633,AB,NaN,1,92.06646640714425,32.092803955078125,NaN,NaN,ab,321,4510
4560,226068,57818.5078125,hsc::r2,20315.1315015886,AB,NaN,1,133.52138796203468,33.092803955078125,NaN,NaN,ab,325,4560
4560,226068,57833.37109375,hsc::Y,2195.383731129208,AB,NaN,1,89.2100075344287,31.69280242919922,NaN,NaN,ab,322,4560
4560,226068,57833.40625,hsc::Y,1952.9031147362666,AB,NaN,1,227.86874731232314,31.57840919494629,NaN,NaN,ab,322,4560
4560,226068,57872.265625,hsc::z,2107.851083772966,AB,NaN,1,106.338848383813,32.092803955078125,NaN,NaN,ab,326,4560
4560,226068,57811.39453125,hsc::Y,4264.693203914396,AB,NaN,1,149.90703451598736,31.57840919494629,NaN,NaN,ab,322,4560
4560,226068,57872.25390625,hsc::z,2396.7709980214067,AB,NaN,1,158.77969009822064,32.092803955078125,NaN,NaN,ab,326,4560
4560,226068,57866.33984375,hsc::z,2178.3582793480196,AB,NaN,1,332.5793817056474,32.092803955078125,NaN,NaN,ab,326,4560
4560,226068,57816.26171875,hsc::z,8251.163623423925,AB,NaN,1,365.67892347079646,31.978408813476562,NaN,NaN,ab,326,4560
4560,226068,57872.2578125,hsc::z,2069.294196492213,AB,NaN,1,106.32788017982271,32.092803955078125,NaN,NaN,ab,326,4560
4560,226068,57869.328125,hsc::g,497.3380541417086,AB,NaN,1,81.83216962345553,33.092803955078125,NaN,NaN,ab,323,4560
4560,226068,57805.359375,hsc::z,7572.707777578388,AB,NaN,1,138.6267498121129,32.092803955078125,NaN,NaN,ab,326,4560
4560,226068,57837.26953125,hsc::r2,4421.183011616251,AB,NaN,1,91.73997385734502,32.53818130493164,NaN,NaN,ab,325,4560
4560,226068,57807.4765625,hsc::r2,11911.00106447886,AB,NaN,1,123.01067817958202,32.53818130493164,NaN,NaN,ab,325,4560
4560,226068,57872.26953125,hsc::z,1881.7293218352363,AB,NaN,1,138.27813460928408,32.092803955078125,NaN,NaN,ab,326,4560
4560,226068,57833.3671875,hsc::Y,2209.1447176088564,AB,NaN,1,125.09084992628723,31.69280242919922,NaN,NaN,ab,322,4560
4560,226068,57835.2578125,hsc::i2,11378.012385834703,AB,NaN,1,138.89802727355664,32.89280319213867,NaN,NaN,ab,324,4560
4560,226068,57842.2734375,hsc::i2,9377.598609554714,AB,NaN,1,114.50582883762947,32.89280319213867,NaN,NaN,ab,324,4560
4560,226068,57805.34375,hsc::z,6571.850810508375,AB,NaN,1,163.20715985717914,31.978408813476562,NaN,NaN,ab,326,4560
4560,226068,57816.47265625,hsc::i2,18275.81235512833,AB,NaN,1,100.19420468231057,32.77840805053711,NaN,NaN,ab,324,4560
4560,226068,57809.41796875,hsc::i2,18286.15243913089,AB,NaN,1,210.5565780915652,32.89280319213867,NaN,NaN,ab,324,4560
4560,226068,57809.42578125,hsc::i2,17057.9760902997,AB,NaN,1,280.1874353982323,32.77840805053711,NaN,NaN,ab,324,4560
4560,226068,57811.40625,hsc::Y,4319.569530137946,AB,NaN,1,162.51708804825822,31.69280242919922,NaN,NaN,ab,322,4560
4560,226068,57809.44140625,hsc::i2,19187.859454757472,AB,NaN,1,340.55911960799443,32.89280319213867,NaN,NaN,ab,324,4560
4560,226068,57805.35546875,hsc::z,7692.68408720659,AB,NaN,1,118.67978059975326,32.092803955078125,NaN,NaN,ab,326,4560
4560,226068,57872.2734375,hsc::z,1668.7014486655137,AB,NaN,1,185.37004563602716,32.092803955078125,NaN,NaN,ab,326,4560
4583,230866,57872.26953125,hsc::z,2639.3067061886063,AB,NaN,1,138.94938071989102,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57869.26171875,hsc::i2,3848.725390526294,AB,NaN,1,165.50396893969224,32.89280319213867,NaN,NaN,ab,327,4583
4583,230866,57866.359375,hsc::z,1176.521545832426,AB,NaN,1,95.5274332903449,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57872.25390625,hsc::z,2485.117552871228,AB,NaN,1,159.35989500774082,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57872.25,hsc::z,2663.145309570763,AB,NaN,1,160.0941400257518,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57872.2421875,hsc::z,2961.0571822507063,AB,NaN,1,337.5373508394645,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57866.37109375,hsc::z,1238.5115145430386,AB,NaN,1,152.18499525567458,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57866.3671875,hsc::z,1249.4627135110425,AB,NaN,1,124.64682355358237,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57866.36328125,hsc::z,1135.1415054795307,AB,NaN,1,104.00762884191374,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57866.35546875,hsc::z,1370.7691582135112,AB,NaN,1,156.08020987616405,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57872.26171875,hsc::z,2635.926602981009,AB,NaN,1,97.70056814760147,32.092803955078125,NaN,NaN,ab,328,4583
4583,230866,57872.2578125,hsc::z,2534.480137338105,AB,NaN,1,107.19412264071477,32.092803955078125,NaN,NaN,ab,328,4583
4592,237264,58779.5390625,hsc::z,1684.6078641056122,AB,NaN,1,108.40377564777529,32.092803955078125,NaN,NaN,ab,330,4592
4592,237264,58787.53125,hsc::z,1422.0228346100248,AB,NaN,1,112.3397138377446,32.092803955078125,NaN,NaN,ab,330,4592
4592,237264,58787.52734375,hsc::z,1259.6206918018274,AB,NaN,1,110.00173000912716,32.092803955078125,NaN,NaN,ab,330,4592
4592,237264,58787.5234375,hsc::z,1398.0809267876796,AB,NaN,1,101.67107710288144,32.092803955078125,NaN,NaN,ab,330,4592
4592,237264,58779.51953125,hsc::z,1572.2714013526534,AB,NaN,1,98.41878848321277,32.092803955078125,NaN,NaN,ab,330,4592
4592,237264,58783.43359375,hsc::i2,2626.475719363544,AB,NaN,1,209.43893131555433,32.89280319213867,NaN,NaN,ab,329,4592
4592,237264,58783.4375,hsc::i2,2816.5094869209815,AB,NaN,1,158.05620856932518,32.89280319213867,NaN,NaN,ab,329,4592
4592,237264,58783.453125,hsc::i2,2728.210378057834,AB,NaN,1,160.5443176643314,32.89280319213867,NaN,NaN,ab,329,4592
4596,255119,59874.359375,hsc::i2,5744.860298807316,AB,NaN,1,91.32367265940273,32.89280319213867,NaN,NaN,ab,331,4596
4596,255119,59884.2734375,hsc::z,2019.56506365963,AB,NaN,1,181.08032485111136,32.092803955078125,NaN,NaN,ab,332,4596
4596,255119,59883.390625,hsc::z,2075.206086485054,AB,NaN,1,149.14376205251065,32.092803955078125,NaN,NaN,ab,332,4596
4596,255119,59883.38671875,hsc::z,2098.5928729472416,AB,NaN,1,71.08968322566517,32.092803955078125,NaN,NaN,ab,332,4596
4596,255119,59874.35546875,hsc::i2,5667.330861244726,AB,NaN,1,188.47619935807927,32.89280319213867,NaN,NaN,ab,331,4596
4596,255119,59883.37890625,hsc::z,2050.6218098846443,AB,NaN,1,48.903442271557125,32.092803955078125,NaN,NaN,ab,332,4596
4596,255119,59883.3828125,hsc::z,2057.758030937905,AB,NaN,1,49.533811080293425,32.092803955078125,NaN,NaN,ab,332,4596
4605,236469,58876.27734375,hsc::Y,463.6132432680416,AB,NaN,1,83.67041381642721,31.69280242919922,NaN,NaN,ab,333,4605
4605,236469,58876.2734375,hsc::Y,466.78805041615067,AB,NaN,1,69.9220435366839,31.69280242919922,NaN,NaN,ab,333,4605
4605,236469,58869.28125,hsc::Y,517.574943289833,AB,NaN,1,73.36556479297896,31.69280242919922,NaN,NaN,ab,333,4605
4605,236469,58869.27734375,hsc::Y,530.918028346366,AB,NaN,1,100.73175948742838,31.69280242919922,NaN,NaN,ab,333,4605
4605,236469,58869.2734375,hsc::Y,543.5742976404241,AB,NaN,1,73.86454679807814,31.69280242919922,NaN,NaN,ab,333,4605
4605,236469,58874.25390625,hsc::z,1044.7688373190392,AB,NaN,1,192.04795785335668,32.092803955078125,NaN,NaN,ab,335,4605
4605,236469,58874.33203125,hsc::i2,697.7750602570165,AB,NaN,1,135.90430067490678,32.89280319213867,NaN,NaN,ab,334,4605
4605,236469,58874.25,hsc::z,730.7585929739627,AB,NaN,1,141.82932465643253,32.092803955078125,NaN,NaN,ab,335,4605
4605,236469,58874.24609375,hsc::z,760.2017504113919,AB,NaN,1,100.18728682828308,32.092803955078125,NaN,NaN,ab,335,4605
4605,236469,58874.2421875,hsc::z,678.3904361265364,AB,NaN,1,100.34493637787894,32.092803955078125,NaN,NaN,ab,335,4605
4605,236469,58874.32421875,hsc::i2,715.2146530264844,AB,NaN,1,99.5477571419992,32.89280319213867,NaN,NaN,ab,334,4605
4605,236469,58874.328125,hsc::i2,742.6887998607943,AB,NaN,1,109.95966620476882,32.89280319213867,NaN,NaN,ab,334,4605
4605,236469,58876.28125,hsc::Y,530.6115930108949,AB,NaN,1,92.21447878894931,31.69280242919922,NaN,NaN,ab,333,4605
4605,236469,58874.3359375,hsc::i2,692.2099670730178,AB,NaN,1,133.4663010453397,32.89280319213867,NaN,NaN,ab,334,4605
4681,255920,58869.2734375,hsc::Y,1174.82933020849,AB,NaN,1,74.8239160975887,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58869.27734375,hsc::Y,917.3891786050314,AB,NaN,1,101.43784562215825,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58904.2421875,hsc::r2,1326.6499090101272,AB,NaN,1,119.20446644072156,33.092803955078125,NaN,NaN,ab,338,4681
4681,255920,58903.25390625,hsc::i2,3068.5144636337895,AB,NaN,1,195.12751309169406,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58903.2578125,hsc::i2,2541.6091392090693,AB,NaN,1,140.7804922967753,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58903.26171875,hsc::i2,2586.700412478945,AB,NaN,1,120.38740702670631,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58903.265625,hsc::i2,2457.0821049848205,AB,NaN,1,163.16729952608463,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58903.26953125,hsc::i2,2894.56875446946,AB,NaN,1,168.99034281393295,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58904.234375,hsc::r2,1363.76826018634,AB,NaN,1,169.27620796794005,33.092803955078125,NaN,NaN,ab,338,4681
4681,255920,58874.3359375,hsc::i2,5348.754640095605,AB,NaN,1,138.7211955070236,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58874.33203125,hsc::i2,5229.73455278554,AB,NaN,1,141.06739628045437,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58874.328125,hsc::i2,5363.4818050188815,AB,NaN,1,116.27929421653056,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58874.32421875,hsc::i2,5492.5002995044315,AB,NaN,1,106.485757575172,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58898.234375,hsc::z,1840.8966452716527,AB,NaN,1,321.6222950084139,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58874.2578125,hsc::z,1738.5046319025673,AB,NaN,1,287.0491205932959,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58874.3046875,hsc::i2,5152.211446593305,AB,NaN,1,212.3353190110981,32.89280319213867,NaN,NaN,ab,337,4681
4681,255920,58900.25,hsc::Y,954.2591496734153,AB,NaN,1,182.15254347681284,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58874.25390625,hsc::z,1739.9436429995785,AB,NaN,1,193.0609147354362,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58874.24609375,hsc::z,2044.2195794509882,AB,NaN,1,102.11460373390508,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58904.25,hsc::r2,1384.845360686168,AB,NaN,1,108.52908367243676,33.092803955078125,NaN,NaN,ab,338,4681
4681,255920,58904.25390625,hsc::r2,1484.6133974855088,AB,NaN,1,132.8985030364391,33.092803955078125,NaN,NaN,ab,338,4681
4681,255920,58867.31640625,hsc::z,1502.5327278754967,AB,NaN,1,242.82214677340673,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58874.234375,hsc::z,1769.1844923290241,AB,NaN,1,300.95891451327407,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58874.23828125,hsc::z,1673.199645134598,AB,NaN,1,255.10441347862303,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58874.2421875,hsc::z,2157.748479860271,AB,NaN,1,102.26879600183311,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58874.25,hsc::z,2084.3619271207763,AB,NaN,1,143.19761383385296,32.092803955078125,NaN,NaN,ab,339,4681
4681,255920,58904.24609375,hsc::r2,1322.8691189395374,AB,NaN,1,93.86196232366693,33.092803955078125,NaN,NaN,ab,338,4681
4681,255920,58869.28125,hsc::Y,1062.801576441879,AB,NaN,1,74.33274667522592,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58876.2421875,hsc::Y,1631.0086502284275,AB,NaN,1,95.33478347188436,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58876.2734375,hsc::Y,1363.8612597807053,AB,NaN,1,71.91285708170709,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58876.27734375,hsc::Y,1403.7863948944591,AB,NaN,1,85.34144361526998,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58876.28125,hsc::Y,1285.9709996838326,AB,NaN,1,93.73361688399221,31.69280242919922,NaN,NaN,ab,336,4681
4681,255920,58900.24609375,hsc::Y,1138.7230902450735,AB,NaN,1,225.55707339201706,31.69280242919922,NaN,NaN,ab,336,4681
4689,230863,57776.58984375,hsc::i2,2811.065108073356,AB,NaN,1,213.7594975654732,32.77840805053711,NaN,NaN,ab,341,4689
4689,230863,57776.39453125,hsc::r2,819.9418015460637,AB,NaN,1,54.472956264393225,32.53818130493164,NaN,NaN,ab,342,4689
4689,230863,57783.4375,hsc::i2,2192.6247019192433,AB,NaN,1,125.21788594816474,32.77840805053711,NaN,NaN,ab,341,4689
4689,230863,57757.52734375,hsc::Y,744.3145132832577,AB,NaN,1,121.20889256886174,31.57840919494629,NaN,NaN,ab,340,4689
4689,230863,57778.62890625,hsc::Y,1530.5234472401717,AB,NaN,1,302.1339613291143,31.57840919494629,NaN,NaN,ab,340,4689
4689,230863,57774.484375,hsc::z,1473.8482488254026,AB,NaN,1,50.80575518630726,31.978408813476562,NaN,NaN,ab,343,4689
4741,255119,58869.2734375,hsc::Y,409.7682512166436,AB,NaN,1,73.5365740220243,31.69280242919922,NaN,NaN,ab,344,4741
4741,255119,58869.28125,hsc::Y,463.89324140470035,AB,NaN,1,73.03506710225813,31.69280242919922,NaN,NaN,ab,344,4741
4741,255119,58818.4140625,hsc::i2,1699.3902826942738,AB,NaN,1,249.6616920393361,32.89280319213867,NaN,NaN,ab,345,4741
4741,255119,58837.33203125,hsc::z,1330.21120906722,AB,NaN,1,122.92332185888216,32.092803955078125,NaN,NaN,ab,346,4741
4741,255119,58820.3125,hsc::z,1353.3800610593762,AB,NaN,1,91.14979980799306,32.092803955078125,NaN,NaN,ab,346,4741
4741,255119,58820.2890625,hsc::z,1361.1939257836593,AB,NaN,1,119.18305449170236,32.092803955078125,NaN,NaN,ab,346,4741
4741,255119,58814.24609375,hsc::z,1240.1153654868053,AB,NaN,1,141.3092012722734,32.092803955078125,NaN,NaN,ab,346,4741
4741,255119,58814.2421875,hsc::z,921.6556171376308,AB,NaN,1,132.93278932526675,32.092803955078125,NaN,NaN,ab,346,4741
4741,255119,58814.23828125,hsc::z,1056.3305021330214,AB,NaN,1,138.1496504070299,32.092803955078125,NaN,NaN,ab,346,4741
4741,255119,58848.24609375,hsc::i2,973.3848987908694,AB,NaN,1,151.85604841397412,32.89280319213867,NaN,NaN,ab,345,4741
4769,226070,57786.4609375,hsc::r2,401.35863046467557,AB,NaN,1,78.91276905687444,32.53818130493164,NaN,NaN,ab,348,4769
4769,226070,57774.47265625,hsc::z,337.4324887135497,AB,NaN,1,47.14002728167898,31.978408813476562,NaN,NaN,ab,349,4769
4769,226070,57816.30859375,hsc::z,822.0064275253891,AB,NaN,1,68.82621852188801,31.978408813476562,NaN,NaN,ab,349,4769
4769,226070,57783.44921875,hsc::i2,1152.6570478117926,AB,NaN,1,172.44545635332238,32.77840805053711,NaN,NaN,ab,347,4769
4769,226070,57816.46875,hsc::i2,807.8441741632083,AB,NaN,1,79.49503133234721,32.77840805053711,NaN,NaN,ab,347,4769
4769,226070,57834.43359375,hsc::z,447.6285053054426,AB,NaN,1,58.51859690751424,31.978408813476562,NaN,NaN,ab,349,4769
4918,223668,57776.51171875,hsc::i2,777.6044274546571,AB,NaN,1,125.96954742208634,32.77840805053711,NaN,NaN,ab,350,4918
4918,223668,57783.4296875,hsc::i2,847.0329888948542,AB,NaN,1,107.98840651186488,32.77840805053711,NaN,NaN,ab,350,4918
4918,223668,57774.4765625,hsc::z,678.9047600414525,AB,NaN,1,58.773149281089445,31.978408813476562,NaN,NaN,ab,351,4918
4918,223668,57774.55078125,hsc::z,546.5093245471378,AB,NaN,1,66.26818337097279,31.978408813476562,NaN,NaN,ab,351,4918
4918,223668,57783.5234375,hsc::z,869.778415889381,AB,NaN,1,111.26178239952706,31.978408813476562,NaN,NaN,ab,351,4918
4947,227668,57834.43359375,hsc::z,352.531914549745,AB,NaN,1,58.17376995945094,31.978408813476562,NaN,NaN,ab,354,4947
4947,227668,57774.47265625,hsc::z,1652.1211875552392,AB,NaN,1,51.431280630083926,31.978408813476562,NaN,NaN,ab,354,4947
4947,227668,57783.44921875,hsc::i2,3729.1161965188376,AB,NaN,1,174.9785696157127,32.77840805053711,NaN,NaN,ab,352,4947
4947,227668,57786.4609375,hsc::r2,1068.5353329158663,AB,NaN,1,80.2828054143244,32.53818130493164,NaN,NaN,ab,353,4947
4947,227668,57776.5078125,hsc::i2,3603.482592727375,AB,NaN,1,120.57710845312137,32.77840805053711,NaN,NaN,ab,352,4947
4947,227668,57816.30859375,hsc::z,844.9352145804253,AB,NaN,1,68.44519139235648,31.978408813476562,NaN,NaN,ab,354,4947
4947,227668,57809.421875,hsc::i2,1900.006205066545,AB,NaN,1,232.309783790005,32.77840805053711,NaN,NaN,ab,352,4947
5092,235668,58789.2734375,hsc::i2,1952.461467425764,AB,NaN,1,180.7706734009885,32.77840805053711,NaN,NaN,ab,355,5092
5092,235668,58787.515625,hsc::z,1486.2304292778301,AB,NaN,1,64.1867195958141,31.978408813476562,NaN,NaN,ab,357,5092
5092,235668,58755.63671875,hsc::z,3193.2885267438564,AB,NaN,1,275.43174835219753,31.978408813476562,NaN,NaN,ab,357,5092
5092,235668,58783.3125,hsc::r2,623.0522109038966,AB,NaN,1,112.2294506207286,32.53818130493164,NaN,NaN,ab,356,5092
5092,235668,58783.30078125,hsc::r2,752.088913075797,AB,NaN,1,82.9732051237264,32.53818130493164,NaN,NaN,ab,356,5092
5092,235668,58789.30859375,hsc::i2,1673.9419813417715,AB,NaN,1,246.22694183376026,32.77840805053711,NaN,NaN,ab,355,5092
5092,235668,58755.50390625,hsc::i2,6438.216773509704,AB,NaN,1,104.7111418611059,32.77840805053711,NaN,NaN,ab,355,5092
5092,235668,58783.4453125,hsc::i2,2347.9894185051994,AB,NaN,1,112.44652702826542,32.77840805053711,NaN,NaN,ab,355,5092
5098,255917,58787.53515625,hsc::z,9959.157925049072,AB,NaN,1,138.9977368715818,31.978408813476562,NaN,NaN,ab,360,5098
5098,255917,58755.6328125,hsc::z,28419.17032655646,AB,NaN,1,279.95446952902023,31.978408813476562,NaN,NaN,ab,360,5098
5098,255917,58788.35546875,hsc::g,8152.201637185586,AB,NaN,1,73.79167035871204,32.53818130493164,NaN,NaN,ab,359,5098
5098,255917,58753.4375,hsc::g,40280.93112663128,AB,NaN,1,117.85217446627065,32.53818130493164,NaN,NaN,ab,359,5098
5098,255917,58753.34765625,hsc::g,40795.81089769937,AB,NaN,1,128.1293769756507,32.53818130493164,NaN,NaN,ab,359,5098
5098,255917,58792.421875,hsc::Y,5232.467955887547,AB,NaN,1,193.12060066268884,31.57840919494629,NaN,NaN,ab,358,5098
5107,225262,57774.47265625,hsc::z,1949.9226013116922,AB,NaN,1,52.14313505270202,31.978408813476562,NaN,NaN,ab,364,5107
5107,225262,57755.6171875,hsc::g,619.5256039428665,AB,NaN,1,45.990148405277225,32.53818130493164,NaN,NaN,ab,361,5107
5107,225262,57786.4609375,hsc::r2,590.0818187650026,AB,NaN,1,79.39292744687809,32.53818130493164,NaN,NaN,ab,363,5107
5107,225262,57776.40234375,hsc::r2,1133.3255607439776,AB,NaN,1,50.76367445897419,32.53818130493164,NaN,NaN,ab,363,5107
5107,225262,57816.46875,hsc::i2,448.1382883244014,AB,NaN,1,78.98713633892945,32.77840805053711,NaN,NaN,ab,362,5107
5107,225262,57776.5078125,hsc::i2,3804.1015513483176,AB,NaN,1,120.68623006443218,32.77840805053711,NaN,NaN,ab,362,5107
5107,225262,57783.44921875,hsc::i2,2816.145023993844,AB,NaN,1,173.96801612060221,32.77840805053711,NaN,NaN,ab,362,5107
5154,230065,57816.48046875,hsc::i2,704.9192405120671,AB,NaN,1,99.65809653932041,32.77840805053711,NaN,NaN,ab,366,5154
5154,230065,57816.46484375,hsc::i2,857.053997524649,AB,NaN,1,149.2664825757023,32.89280319213867,NaN,NaN,ab,366,5154
5154,230065,57783.4375,hsc::i2,639.6961054899756,AB,NaN,1,123.10452996916635,32.77840805053711,NaN,NaN,ab,366,5154
5154,230065,57816.3203125,hsc::z,646.633474279101,AB,NaN,1,97.20222267036485,31.978408813476562,NaN,NaN,ab,367,5154
5154,230065,57819.4609375,hsc::Y,390.81907819625155,AB,NaN,1,59.98119210029928,31.57840919494629,NaN,NaN,ab,365,5154
5155,235666,58755.453125,hsc::r2,2891.57228690304,AB,NaN,1,74.01861990656704,32.53818130493164,NaN,NaN,ab,369,5155
5155,235666,58755.63671875,hsc::z,2981.625109299802,AB,NaN,1,274.9594964668338,31.978408813476562,NaN,NaN,ab,370,5155
5155,235666,58779.53515625,hsc::z,1517.3762364881864,AB,NaN,1,91.7810163087005,31.978408813476562,NaN,NaN,ab,370,5155
5155,235666,58783.44921875,hsc::i2,1409.6530660376773,AB,NaN,1,136.27470201624394,32.77840805053711,NaN,NaN,ab,368,5155
5155,235666,58787.515625,hsc::z,1182.907714355409,AB,NaN,1,63.75179175327756,31.978408813476562,NaN,NaN,ab,370,5155
5155,235666,58789.2734375,hsc::i2,1203.5018433909358,AB,NaN,1,180.24823660024123,32.77840805053711,NaN,NaN,ab,368,5155
5155,235666,58783.30078125,hsc::r2,488.4949810403764,AB,NaN,1,82.6827969475821,32.53818130493164,NaN,NaN,ab,369,5155
5155,235666,58755.50390625,hsc::i2,4869.713036074446,AB,NaN,1,102.49138953684546,32.77840805053711,NaN,NaN,ab,368,5155
5246,255118,58783.453125,hsc::i2,1043.5990914375086,AB,NaN,1,159.15676648698096,32.89280319213867,NaN,NaN,ab,371,5246
5246,255118,58787.53125,hsc::z,646.4323340786317,AB,NaN,1,111.34978990897032,32.092803955078125,NaN,NaN,ab,372,5246
5246,255118,58787.52734375,hsc::z,687.6841798056912,AB,NaN,1,108.99052192033159,32.092803955078125,NaN,NaN,ab,372,5246
5246,255118,58787.5234375,hsc::z,594.6083622093956,AB,NaN,1,100.57609068273213,32.092803955078125,NaN,NaN,ab,372,5246
5246,255118,58779.5390625,hsc::z,1163.1230595053175,AB,NaN,1,107.37689832610828,32.092803955078125,NaN,NaN,ab,372,5246
5246,255118,58779.51953125,hsc::z,1024.7382670679685,AB,NaN,1,97.28680973689465,32.092803955078125,NaN,NaN,ab,372,5246
5246,255118,58783.4375,hsc::i2,1158.1962641585862,AB,NaN,1,156.6461624559745,32.89280319213867,NaN,NaN,ab,371,5246
5328,225264,57783.44921875,hsc::i2,6575.9317981015665,AB,NaN,1,177.46254379490145,32.77840805053711,NaN,NaN,ab,375,5328
5328,225264,57776.5078125,hsc::i2,4398.0126525892865,AB,NaN,1,121.13771611295493,32.77840805053711,NaN,NaN,ab,375,5328
5328,225264,57785.3828125,hsc::g,1138.768439802092,AB,NaN,1,73.42065210251278,32.53818130493164,NaN,NaN,ab,374,5328
5328,225264,57833.375,hsc::Y,1231.9865982830765,AB,NaN,1,90.86649330848583,31.57840919494629,NaN,NaN,ab,373,5328
5328,225264,57816.46875,hsc::i2,3912.95298594318,AB,NaN,1,85.1508372463061,32.77840805053711,NaN,NaN,ab,375,5328
5328,225264,57776.40234375,hsc::r2,2659.4326609321965,AB,NaN,1,55.071931190252364,32.53818130493164,NaN,NaN,ab,376,5328
